cik,ticker,bdc_name,form,accession,period_of_report,filed_date,period_end,level,label,for_company,covers_line_ids,industry,dimensions,amortized_cost_usd,fair_value_usd,pct_of_net_assets,source_table
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"High Street Buyer, Inc. and High Street Holdco LLC (13)(14)","High Street Buyer, Inc. and High Street Holdco LLC (13)(14)","2307,2308,2309,2310,2311,2312,2313,2314,2315,2316",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HighStreetBuyerInc.AndHighStreetHoldcoLLCMember""}",339000000.0,372500000.0,,129
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Inszone Mid, LLC and INSZ Holdings, LLC (13)","Inszone Mid, LLC and INSZ Holdings, LLC (13)","2317,2318,2319,2320",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:InszoneMidLLCAndINSZHoldingsLLCMember""}",88600000.0,96800000.0,,130
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Knight AcquireCo, LLC and Knight Holdings, LP (13)","Knight AcquireCo, LLC and Knight Holdings, LP (13)","2322,2323",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:KnightAcquireCoLLCAndKnightHoldingsLPMember""}",27300000.0,27200000.0,,130
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"OakBridge Insurance Agency LLC and Maple Acquisition Holdings, LP (13)","OakBridge Insurance Agency LLC and Maple Acquisition Holdings, LP (13)","2325,2326,2327,2328",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:OakBridgeInsuranceAgencyLLCAndMapleAcquisitionHoldingsLPMember""}",14900000.0,15200000.0,,130
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,People Corporation (13),People Corporation (13),"2330,2331,2332,2333,2334",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PeopleCorporationMember""}",105200000.0,101500000.0,,130
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"SageSure Holdings, LLC and SageSure LLC (13)","SageSure Holdings, LLC and SageSure LLC (13)","2335,2336,2337,2338",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SageSureHoldingsLLCInsightCatastropheGroupLLCMember""}",183500000.0,207600000.0,,130
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"SelectQuote, Inc. and SQ ABS Issuer, LLC","SelectQuote, Inc. and SQ ABS Issuer, LLC","2339,2340,2341,2342",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SelectQuoteInc.AndSQABSIssuerLLCMember""}",12000000.0,12500000.0,,130
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"THG Acquisition, LLC (13)","THG Acquisition, LLC (13)","2346,2347,2348",Insurance,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:THGAcquisitionLLCMember""}",33400000.0,33400000.0,,131
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,industry,Insurance,,,Insurance,"{""us-gaap:EquitySecuritiesByIndustryAxis"": ""us-gaap:InsuranceSectorMember""}",1457400000.0,1521400000.0,10.63,131
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Balrog Acquisition, Inc., Balrog Topco, Inc. and Balrog Parent, L.P.","Balrog Acquisition, Inc., Balrog Topco, Inc. and Balrog Parent, L.P.","2351,2352,2353,2354",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BalrogAcquisitionInc.BalrogTopcoInc.AndBalrogParentL.P.Member""}",88600000.0,77200000.0,,131
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Bamboo Purchaser, Inc. (13)","Bamboo Purchaser, Inc. (13)","2355,2356",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BambooPurchaserInc.Member""}",7400000.0,7000000.0,,131
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"BGI Purchaser, Inc. (13)","BGI Purchaser, Inc. (13)","2357,2358",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BGIPurchaserInc.Member""}",21000000.0,21000000.0,,131
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"BR PJK Produce, LLC","BR PJK Produce, LLC","2360,2361",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BRPJKProduceLLCMember""}",4700000.0,4700000.0,,131
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,City Line Distributors LLC and City Line Investments LLC (13),City Line Distributors LLC and City Line Investments LLC (13),"2363,2364",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:CityLineDistributorsLLCAndCityLineInvestmentsLLCMember""}",9300000.0,9100000.0,,132
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"DecoPac, Inc. and KCAKE Holdings Inc. (13)","DecoPac, Inc. and KCAKE Holdings Inc. (13)","2365,2366,2367",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DecoPacIncAndKCAKEHoldingsIncMember""}",183100000.0,190200000.0,,132
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (13)","Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (13)","2368,2369,2370,2371,2372,2373",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DisplayHoldingCompanyIncSaldonHoldingsIncAndFastsignsHoldingsIncMember""}",39300000.0,39900000.0,,132
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"FS Squared Holding Corp. and FS Squared, LLC (13)","FS Squared Holding Corp. and FS Squared, LLC (13)","2374,2375",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:FSSquaredHoldingCorpAndFSSquaredLLCMember""}",46600000.0,46600000.0,,132
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"GMF Parent, Inc. and GMF Group Holdings, LP (13)","GMF Parent, Inc. and GMF Group Holdings, LP (13)","2376,2377",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GMFParentInc.AndGMFGroupHoldingsLPMember""}",47500000.0,47300000.0,,132
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Hills Distribution, Inc., Hills Intermediate FT Holdings, LLC and GMP Hills, LP (13)","Hills Distribution, Inc., Hills Intermediate FT Holdings, LLC and GMP Hills, LP (13)","2379,2380,2381,2382",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HillsDistributionIncHillsIntermediateFTHoldingsLLCAndGMPHillsLPMember""}",18700000.0,20600000.0,,132
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"LJ Perimeter Buyer, Inc. and LJ Perimeter Co-Invest, L.P. (14)","LJ Perimeter Buyer, Inc. and LJ Perimeter Co-Invest, L.P. (14)","2383,2384",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:LJPerimeterBuyerIncAndLJPerimeterCoInvestLPMember""}",48700000.0,40700000.0,,132
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Marcone Yellowstone Buyer Inc. and Marcone Yellowstone Holdings, LLC","Marcone Yellowstone Buyer Inc. and Marcone Yellowstone Holdings, LLC","2385,2386,2387",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MarconeYellowstoneBuyerIncAndMarconeYellowstoneHoldingsLLCMember""}",6700000.0,500000.0,,132
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (13)","Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (13)","2388,2389,2390",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MavisTireExpressServicesTopcoCorpMetisHoldCoIncAndMetisTopCoLPMember""}",132600000.0,152300000.0,,133
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Midco Holding, LLC and Nivel Topco, LLC (4)(13)","Midco Holding, LLC and Nivel Topco, LLC (4)(13)","2391,2392,2393",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MidcoHoldingLLCAndNivelTopcoLLCMember""}",13400000.0,13800000.0,,133
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Mr. Greens Intermediate, LLC, Florida Veg Investments LLC, MRG Texas, LLC and Restaurant Produce and Services Blocker, LLC (13)","Mr. Greens Intermediate, LLC, Florida Veg Investments LLC, MRG Texas, LLC and Restaurant Produce and Services Blocker, LLC (13)","2397,2398,2399,2400",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MrGreensIntermediateLLCFloridaVegInvestmentsLLCMRGTexasLLCAndRestaurantProduceAndServicesBlockerLLCMember""}",24000000.0,22000000.0,,133
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Reddy Ice LLC (13),Reddy Ice LLC (13),"2403,2404,2405",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ReddyIceLLCMember""}",138700000.0,139000000.0,,133
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Royal Borrower, LLC and Royal Parent, LP (13)","Royal Borrower, LLC and Royal Parent, LP (13)","2406,2407,2408",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RoyalBorrowerLLCAndRoyalParentLPMember""}",23100000.0,22600000.0,,133
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Shur-Co Acquisition, Inc. and Shur-Co Holdco, Inc.","Shur-Co Acquisition, Inc. and Shur-Co Holdco, Inc.","2410,2411,2412,2413,2414,2415",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ShurCoAcquisitionIncAndShurCoHoldCoIncMember""}",63200000.0,73000000.0,,134
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"US Salt Investors, LLC and Emerald Lake Pearl Acquisition-A, L.P. (13)","US Salt Investors, LLC and Emerald Lake Pearl Acquisition-A, L.P. (13)","2416,2417",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:USSaltInvestorsLLCAndEmeraldLakePearlAcquisitionALPMember""}",24500000.0,26600000.0,,134
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Worldwide Produce Acquisition, LLC and REP WWP Coinvest IV, L.P. (13)(14)","Worldwide Produce Acquisition, LLC and REP WWP Coinvest IV, L.P. (13)(14)","2419,2420,2421",Consumer Distribution and Retail,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:WorldwideProduceAcquisitionLLCAndREPWWPCoinvestIVLPMember""}",10400000.0,7500000.0,,134
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,industry,Consumer Distribution and Retail,,,Consumer Distribution and Retail,"{""us-gaap:EquitySecuritiesByIndustryAxis"": ""arcc:ConsumerDistributionAndRetailMember""}",1449900000.0,1424700000.0,9.95,134
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"AeriTek Global US Acquisition Inc., AeriTek Global Holdings LLC, and Minus Forty QBD Corp. (13)","AeriTek Global US Acquisition Inc., AeriTek Global Holdings LLC, and Minus Forty QBD Corp. (13)","2422,2423",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AeriTekGlobalUSAcquisitionInc.AeriTekGlobalHoldingsLLCAndMinusFortyQBDCorpMember""}",36600000.0,36100000.0,,134
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Airx Climate Solutions, Inc. (13)","Airx Climate Solutions, Inc. (13)","2425,2426",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AirxClimateSolutionsInc.Member""}",19300000.0,19200000.0,,134
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Align Precision Group, LLC and Align Precision Topco, L.P. (4)(13)","Align Precision Group, LLC and Align Precision Topco, L.P. (4)(13)","2427,2428",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AlignPrecisionGroupLLCAndAlignPrecisionTopcoL.P.Member""}",14300000.0,14600000.0,,134
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Allclear Commercial Inc., Allclear Military Inc., Allclear Space Inc., and Allclear Group LLC (13)","Allclear Commercial Inc., Allclear Military Inc., Allclear Space Inc., and Allclear Group LLC (13)","2429,2430,2431,2432,2433",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AllclearCommercialInc.AllclearMilitaryInc.AllclearSpaceInc.AndAllclearGroupLLCMember""}",2800000.0,3900000.0,,135
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Arrowhead Holdco Company and Arrowhead GS Holdings, Inc.","Arrowhead Holdco Company and Arrowhead GS Holdings, Inc.","2434,2435",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ArrowheadHoldcoCompanyAndArrowheadGSHoldingsIncMember""}",5200000.0,100000.0,,135
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"BGIF IV Fearless Utility Services, Inc. (13)","BGIF IV Fearless Utility Services, Inc. (13)","2436,2437",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:BGIFIVFearlessUtilityServicesInc.Member""}",45100000.0,45100000.0,,135
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Dynamic NC Aerospace Holdings, LLC and Dynamic NC Investment Holdings, LP (13)","Dynamic NC Aerospace Holdings, LLC and Dynamic NC Investment Holdings, LP (13)","2441,2442,2443",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:DynamicNCAerospaceHoldingsLLCAndDynamicNCInvestmentHoldingsLPMember""}",38400000.0,44500000.0,,135
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Endurance PT Technology Buyer Corporation and Endurance PT Technology Holdings LLC (13),Endurance PT Technology Buyer Corporation and Endurance PT Technology Holdings LLC (13),"2446,2447,2448,2449",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:EndurancePTTechnologyBuyerCorporationAndEndurancePTTechnologyHoldingsLLCMember""}",67200000.0,66900000.00000001,,136
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"ESCP PPG Holdings, LLC (4)","ESCP PPG Holdings, LLC (4)","2450,2451",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ESCPPPGHoldingsLLCMember""}",5800000.0,900000.0,,136
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Generator US Buyer, Inc. and Total Power Limited (13)","Generator US Buyer, Inc. and Total Power Limited (13)","2452,2453",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GeneratorUSBuyerInc.AndTotalPowerLimitedMember""}",7000000.0,7000000.0,,136
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Ground Penetrating Radar Systems, LLC and RC VI Buckeye Holdings LLC (13)","Ground Penetrating Radar Systems, LLC and RC VI Buckeye Holdings LLC (13)","2454,2455",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:GroundPenetratingRadarSystemsLLCAndRCVIBuckeyeHoldingsLLCMember""}",20500000.0,23200000.0,,136
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Harvey Tool Company, LLC (13)","Harvey Tool Company, LLC (13)","2457,2458",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HarveyToolCompanyLLCMember""}",61200000.0,61000000.0,,136
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Horizon Avionics Buyer, LLC and Horizon CTS Buyer, LLC (13)","Horizon Avionics Buyer, LLC and Horizon CTS Buyer, LLC (13)","2460,2461,2462,2463",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HorizonAvionicsBuyerLLCAndHorizonCTSBuyerLLCMember""}",50400000.0,50400000.0,,136
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"HPCC Parent, Inc. and Patriot Container Corp. (13)","HPCC Parent, Inc. and Patriot Container Corp. (13)","2464,2465",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:HPCCParentInc.AndPatriotContainerCorp.Member""}",88900000.0,89100000.0,,136
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)","Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)","2466,2467",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ImagingBusinessMachinesLLCAndScannerHoldingsCorporationMember""}",34400000.0,99300000.0,,136
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"OPH NEP Investment, LLC (4)","OPH NEP Investment, LLC (4)","2472,2473,2474",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:OPHNEPInvestmentLLCMember""}",37300000.0,38700000.0,,137
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Paris US Holdco, Inc. & 1001028292 Ontario Inc. (13)","Paris US Holdco, Inc. & 1001028292 Ontario Inc. (13)","2476,2477",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:ParisUSHoldcoInc.1001028292OntarioInc.Member""}",400000.0,400000.0,,137
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Pave America Holding, LLC (13)","Pave America Holding, LLC (13)","2478,2479",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PaveAmericaHoldingLLCMember""}",26900000.0,26700000.0,,137
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"PumpTech, LLC and Impel CV-B, LP (13)(14)","PumpTech, LLC and Impel CV-B, LP (13)(14)","2481,2482,2483,2484",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:PumpTechLLCAndImpelCVBLPMember""}",15600000.0,15200000.0,,138
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Radius Aerospace, Inc. and Radius Aerospace Europe Limited (13)","Radius Aerospace, Inc. and Radius Aerospace Europe Limited (13)","2486,2487,2488",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RadiusAerospaceIncAndRadiusAerospaceEuropeLimitedMember""}",13200000.0,13300000.0,,138
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Radwell Parent, LLC (13)","Radwell Parent, LLC (13)","2489,2490,2491",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:RadwellParentLLCMember""}",2400000.0,2400000.0,,138
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (13)","Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (13)","2492,2493,2494",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SunkRockFoundryPartnersLPHatterasElectricalManufacturingHoldingCompanyAndSigmaElectricManufacturingCorporationMember""}",24700000.0,24700000.0,,138
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Sunvair Aerospace Group, Inc. and GB Helios Holdings, L.P. (13)","Sunvair Aerospace Group, Inc. and GB Helios Holdings, L.P. (13)","2495,2496",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:SunvairAerospaceGroupInc.AndGBHeliosHoldingsL.P.Member""}",39600000.0,40400000.0,,138
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Two Six Labs, LLC (13)","Two Six Labs, LLC (13)","2498,2499,2500",Capital Goods,"{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:TwoSixLabsLLCMember""}",39900000.0,39900000.0,,138
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,industry,Capital Goods,,,Capital Goods,"{""us-gaap:EquitySecuritiesByIndustryAxis"": ""arcc:CapitalGoodsMember""}",1288400000.0,1349900000.0,9.43,139
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,3 Step Sports LLC (13),3 Step Sports LLC (13),"2503,2504","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:A3StepSportsLLCMember""}",15400000.0,15400000.0,,139
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Aventine Intermediate LLC & Aventine Holdings II LLC,Aventine Intermediate LLC & Aventine Holdings II LLC,"2505,2506","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:AventineIntermediateLLCAventineHoldingsIILLCMember""}",59400000.0,46700000.0,,139
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Eagle Football Holdings BidCo Limited and Eagle Football Holdings Limited (13),Eagle Football Holdings BidCo Limited and Eagle Football Holdings Limited (13),"2512,2513,2514,2515,2516,2517,2518","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:EagleFootballHoldingsBidCoLimitedAndEagleFootballHoldingsLimitedMember""}",71900000.0,24300000.0,,139
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"FEH Group, LLC.","FEH Group, LLC.","2519,2520,2521","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:FEHGroupLLCMember""}",187100000.0,221100000.0,,139
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Fever Labs, Inc. (13)","Fever Labs, Inc. (13)","2522,2523,2524,2525,2526,2527","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:FeverLabsInc.Member""}",37600000.0,38700000.0,,140
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"League One Volleyball Clubs, LLC and League One Volleyball, Inc.","League One Volleyball Clubs, LLC and League One Volleyball, Inc.","2530,2531,2532","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:LeagueOneVolleyballClubsLLCAndLeagueOneVolleyballInc.Member""}",0.0,0.0,,140
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Legends Hospitality Holding Company, LLC, ASM Buyer, Inc., Legends ASM Holdco I, LLC, and Stadium Coinvest (B)-III, L.P. (13)","Legends Hospitality Holding Company, LLC, ASM Buyer, Inc., Legends ASM Holdco I, LLC, and Stadium Coinvest (B)-III, L.P. (13)","2533,2534,2535,2536","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:LegendsHospitalityHoldingCompanyLLCASMBuyerInc.LegendsASMHoldcoILLCAndStadiumCoinvestBIIIL.P.Member""}",71300000.0,72200000.0,,140
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,Mari Events Midco LLC and AE EventsCo Holdings LLC (13),Mari Events Midco LLC and AE EventsCo Holdings LLC (13),"2538,2539,2540","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MariEventsMidcoLLCAndAEEventsCoHoldingsLLCMember""}",19000000.0,18900000.0,,140
0001287750,ARCC,Ares Capital Corporation,10-Q,0001628280-26-050307,2026-06-30,2026-07-29,2025-12-31,issuer,"Mari Miami II LLC and South Florida Tennis, LLC","Mari Miami II LLC and South Florida Tennis, LLC","2541,2542","Sports, Media and Entertainment","{""us-gaap:InvestmentIssuerNameAxis"": ""arcc:MariMiamiIILLCAndSouthFloridaTennisLLCMember""}",8100000.0,8100000.0,,140
